"code";"text";"markdown"
"Obraztsov19581968";"Obraztsov, N. S., 1958-1968. Die Gattungen der palaearktischen Tortricidae 2. Die Unterfamilie Olethreutinae. — Tijdschrift voor Entomologie 101: 229-261";"**Obraztsov, N. S.**, 1958-1968. Die Gattungen der palaearktischen Tortricidae 2. Die Unterfamilie Olethreutinae. - *Tijdschrift voor Entomologie* **101**: 229-261; **102**: 175-216; **103**: 111-143; **104**: 51-70; **107**: 1-48; **108**: 365-387; **110**: 65-88; **111**: 1-47."
"Obraztsov19611967";"Obraztsov, N. S., 1961-1967. Die Gattungen der palaearktischen Tortricidae 3. Addenda und Corrigenda. — Tijdschrift voor Entomologie 104: 231-240";"**Obraztsov, N. S.**, 1961-1967. Die Gattungen der palaearktischen Tortricidae 3. Addenda und Corrigenda. - *Tijdschrift voor Entomologie* **104**: 231-240; **108**: 1-40; **110**: 13-26."
"Opheim1963";"Opheim, M., 1963. The Norwegian Phycitids (Lepidoptera). — Norsk entomologisk Tidsskrift 12: 75-95.";"**Opheim, M.**, 1963. The Norwegian Phycitids (Lepidoptera). - *Norsk entomologisk Tidsskrift* **12**: 75-95."
"Opheim1964";"Opheim, M., 1964. The genus Acleris Hübner, 1825. Note on the Norwegian Tortricidae 2 (Lepidoptera). — Norsk entomologisk Tidsskrift 12: 296-313.";"**Opheim, M.**, 1964. The genus *Acleris* H&uuml;bner, 1825. Note on the Norwegian Tortricidae 2 (Lepidoptera). - *Norsk entomologisk Tidsskrift* **12**: 296-313."
"Opheim1967";"Opheim, M., 1967. The Norwegian species of Bactra Steph. and Eucosma Hb. (Lep. Tortricidae). — Opuscula entomologicae 32: 79-92, 2 pls.";"**Opheim, M.**, 1967. The Norwegian species of *Bactra* Steph. and *Eucosma* Hb. (Lep. Tortricidae). - *Opuscula entomologicae* **32**: 79-92, 2 pls."
"Opheim1968";"Opheim, M., 1968. The Norwegian species of Dichrorampha Gn. (Lep. Tortricidae). — Opuscula entomologicae 33: 95-106.";"**Opheim, M.**, 1968. The Norwegian species of *Dichrorampha* Gn. (Lep. Tortricidae). - *Opuscula entomologicae* **33**: 95-106."
"Opheim1970";"Opheim, M., 1970. The Norwegian species of Tribus Olethreutini Obraztsov, 1946 (Lep., Tortricidae). — Entomologica scandinavica 1: 241-257.";"**Opheim, M.**, 1970. The Norwegian species of Tribus Olethreutini Obraztsov, 1946 (Lep., Tortricidae). - *Entomologica scandinavica* **1**: 241-257."
"Opheim1971";"Opheim, M., 1971. The Norwegian species of Momphidae (Lepidoptera). — Atalanta norvegica 1: 204-211.";"**Opheim, M.**, 1971. The Norwegian species of Momphidae (Lepidoptera). - *Atalanta norvegica* **1**: 204-211."
"Palm1973";"Palm, E., 1973. De danske 'depressarier'. — Lepidoptera, Saernummer 1: 1-63.";"**Palm, E.**, 1973. De danske 'depressarier'. - *Lepidoptera*, Saernummer **1**: 1-63."
"Palm1974";"Palm, E., 1974. Plutellidae og Orthotaeliidae. — Lepidoptera (N. S.) 2: 229.";"**Palm, E.**, 1974. Plutellidae og Orthotaeliidae. - *Lepidoptera* (N. S.) **2**: 229."
"Palm1975";"Palm, E., 1975. Tillaeg og rettelser til 'De danske 'depressarier''. — Lepidoptera (N. S.) 2: 285-288.";"**Palm, E.**, 1975. Tillaeg og rettelser til 'De danske 'depressarier''. - *Lepidoptera* (N. S.) **2**: 285-288."
"Palm1978";"Palm, E., 1978. De danske Oecophoridae. — Lepidoptera, Saernummer 4: 1-100.";"**Palm, E.**, 1978. De danske Oecophoridae. - *Lepidoptera*, Saernummer **4**: 1-100."
"Palm1986";"Palm, E., 1986. Nordeuropas Pyralider - med saerligt henblik pa den danske fauna (Lepidoptera: Pyralidae). — Danmarks dyreliv 3: 1-287, 8 colour plates.";"**Palm, E.**, 1986. Nordeuropas Pyralider - med saerligt henblik pa den danske fauna (Lepidoptera: Pyralidae). - *Danmarks dyreliv* **3**: 1-287, 8 colour plates."
"Palm1989";"Palm, E., 1989. Nordeuropas Prydvinger (Lepidoptera: Oecophoridae). — Danmarks dyreliv 4: 1-247, 8 colour plates.";"**Palm, E.**, 1989. Nordeuropas Prydvinger (Lepidoptera: Oecophoridae). - *Danmarks dyreliv* **4**: 1-247, 8 colour plates."
"Passerin1975";"Passerin d'Entrèves, P., 1975. Il genere Meessia Hofmann (Lepidoptera, Tineidae, Meessiinae). — Bollettino dell'Istituto e Museo di Zoologia della Universitá di Torino 1975: 129-150.";"**Passerin d'Entr&egrave;ves, P.**, 1975. Il genere *Meessia* Hofmann (Lepidoptera, Tineidae, Meessiinae). - *Bollettino dell'Istituto e Museo di Zoologia della Universit&aacute; di Torino* **1975**: 129-150."
"Patzak1974";"Patzak, H., 1974. Beiträge zur Insektenfauna der DDR: Lepidoptera - Coleophoridae. — Beiträge zur Entomologie 24: 153-278.";"**Patzak, H.**, 1974. Beitr&auml;ge zur Insektenfauna der DDR: Lepidoptera - Coleophoridae. - *Beitr&auml;ge zur Entomologie* **24**: 153-278."
"Patzak1986";"Patzak, H., 1986. Beiträge zur Insektenfauna der DDR: Lepidoptera - Gracillariidae (Insecta). — Faunistische Abhandlungen und Berichte aus dem Staatlichen Museum für Tierkunde in Dresden 13: 123-171.";"**Patzak, H.**, 1986. Beitr&auml;ge zur Insektenfauna der DDR: Lepidoptera - Gracillariidae (Insecta). - *Faunistische Abhandlungen und Berichte aus dem Staatlichen Museum f&uuml;r Tierkunde in Dresden* **13**: 123-171."
"PelhamClinton1976";"Pelham-Clinton, E. C., 1976. Opostegidae. In: Heath, J. (Ed.): The Moths and Butterflies of Great Britain and Ireland 1. Micropterigidae - Heliozelidae. — Blackwell Scientific Publications Ltd and The Curwen Press Ltd, 343 p.";"**Pelham-Clinton, E. C.**, 1976. Opostegidae. In: Heath, J. (Ed.): *The Moths and Butterflies of Great Britain and Ireland 1. Micropterigidae - Heliozelidae*. - Blackwell Scientific Publications Ltd and The Curwen Press Ltd, 343 p."
"PelhamClinton1985";"Pelham-Clinton, E. C., 1985. Families Tineidae, Hieroxestidae, Choreutidae and Glyphipterigidae. In: Heath, J. & Emmet, A. M. (Eds.): The Moths and Butterflies of Great Britain and Ireland 2. Cossidae - Heliodinidae. — Harley Books, Colchester, 460 p. (2 pls, 11 colour plates).";"**Pelham-Clinton, E. C.**, 1985. Families Tineidae, Hieroxestidae, Choreutidae and Glyphipterigidae. In: Heath, J. &amp; Emmet, A. M. (Eds.): *The Moths and Butterflies of Great Britain and Ireland 2. Cossidae - Heliodinidae*. - Harley Books, Colchester, 460 p. (2 pls, 11 colour plates)."
"Petersen1957";"Petersen, G., 1957-1958. Die Genitalien der paläarktischen Tineiden (Lepidoptera: Tineidae). — Beiträge zur Entomologie 7: 55-176, 338-379, 557-595";"**Petersen, G.**, 1957-1958. Die Genitalien der pal&auml;arktischen Tineiden (Lepidoptera: Tineidae). - *Beitr&auml;ge zur Entomologie* **7**: 55-176, 338-379, 557-595; 8: 111-118, 398-430."
"Petersen1960";"Petersen, G., 1960. Die Monopis-Arten der rusticella-Gruppe (Lepidoptera: Tineidae). — Beiträge zur Entomologie 10: 409-418.";"**Petersen, G.**, 1960. Die *Monopis*-Arten der *rusticella*-Gruppe (Lepidoptera: Tineidae). - *Beitr&auml;ge zur Entomologie* **10**: 409-418."
"Petersen1961";"Petersen, G., 1961. Zur Taxonomie und Verbreitung der paläakrtischen Nemapogon-Arten. — Acta Societatis Entomologicae Bohemiae, Praha 58: 272-283.";"**Petersen, G.**, 1961. Zur Taxonomie und Verbreitung der pal&auml;akrtischen *Nemapogon*-Arten. - *Acta Societatis Entomologicae Bohemiae*, Praha **58**: 272-283."
"Petersen1969";"Petersen, G., 1969. Beiträge zur Insektenfauna der DDR: Lepidoptera - Tineidae. — Beitrage zur Entomologie 19: 311-388.";"**Petersen, G.**, 1969. Beitr&auml;ge zur Insektenfauna der DDR: Lepidoptera - Tineidae. - *Beitrage zur Entomologie* **19**: 311-388."
"Petersen1973";"Petersen, G., 1973. Beiträge zur Insektenfauna der DDR: Lepidoptera - Galleriidae. — Beitrage zur Entomologie 23: 313-324.";"**Petersen, G.**, 1973. Beitr&auml;ge zur Insektenfauna der DDR: Lepidoptera - Galleriidae. - *Beitrage zur Entomologie ***23**: 313-324."
"Petersen1983";"Petersen, G., [1983]. Revision der Gattung Triaxomera Zaguljaev mit Bemerkungen zur Phylogenie der Nemapogoninae (Lepidoptera, Tineidae). — Entomologische Abhandlungen und Berichte aus dem Staatlichen Museum für Tierkunde in Dresden 46: 177-196.";"**Petersen, G.**, [1983]. Revision der Gattung *Triaxomera* Zaguljaev mit Bemerkungen zur Phylogenie der Nemapogoninae (Lepidoptera, Tineidae). - *Entomologische Abhandlungen und Berichte aus dem Staatlichen Museum f&uuml;r Tierkunde in Dresden* **46**: 177-196."
"Petersenetal1973";"Petersen, G., Friese, G. & Rinnhofer, G., 1973. Beiträge zur Insektenfauna der DDR: Lepidoptera - Crambidae. — Beitrage zur Entomologie 23: 5-55.";"**Petersen, G., Friese, G. &amp; Rinnhofer, G.**, 1973. Beitr&auml;ge zur Insektenfauna der DDR: Lepidoptera - Crambidae. - *Beitrage zur Entomologie* **23**: 5-55."
"PetersenGaedike1980";"Petersen, G. & Gaedike, R., 1980. Zur Taxonomie der einheimischen Dioryctria-Arten (Lep. Phycitidae). — Entomologische Berichte, Berlin 1980: 21-35.";"**Petersen, G. &amp; Gaedike, R.**, 1980. Zur Taxonomie der einheimischen *Dioryctria*-Arten (Lep. Phycitidae). - *Entomologische Berichte*, Berlin **1980**: 21-35."
"PetersenGaedike1996";"Petersen, G. & Gaedike, R., 1996. Tineidae. In: Karsholt, O. & Razowski, J. (Eds.): The Lepidoptera of Europe: 31-38. — Apollo Books, Stenstrup.";"**Petersen, G. &amp; Gaedike, R.**, 1996. Tineidae. In: Karsholt, O. &amp; Razowski, J. (Eds.): *The Lepidoptera of Europe*: 31-38. - Apollo Books, Stenstrup."
"Pierce1935";"Pierce, F. N. & Metcalfe, J. W., 1935. The genus Scythris, introducing S. fallacella Schläg., a species new to Britain. — The Entomologist 68: 45-51.";"**Pierce, F. N. &amp; Metcalfe, J. W.**, 1935. The genus Scythris, introducing S. fallacella Schl&auml;g., a species new to Britain. - The Entomologist 68: 45-51."
"Piskunov1990a";"Piskunov, V. I., 1990a. 42. Family Blastobasidae. In: Medvedev, G. S. (Ed.): Keys to the insects of the European part of the USSR 4 (2). — E. J. Brill, Leiden, New York, København, Köln, 1092 p.";"**Piskunov, V. I.**, 1990a. 42. Family Blastobasidae. In: Medvedev, G. S. (Ed.): *Keys to the insects of the European part of the USSR* **4** (2). - E. J. Brill, Leiden, New York, K&oslash;benhavn, K&ouml;ln, 1092 p."
"Piskunov1990b";"Piskunov, V. I., 1990b. 50. Family Gelechiidae. In: Medvedev, G. S. (Ed.): Keys to the insects of the European part of the USSR 4 (2). — E. J. Brill, Leiden, New York, København, Köln, 1092 p.";"**Piskunov, V. I.**, 1990b. 50. Family Gelechiidae. In: Medvedev, G. S. (Ed.): *Keys to the insects of the European part of the USSR* **4** (2). - E. J. Brill, Leiden, New York, K&oslash;benhavn, K&ouml;ln, 1092 p."
"Pitkin1984";"Pitkin, L. M., 1984. Gelechiid moths of the genus Mirificarma. — Bulletin of the British Museum of natural History (Entomology) 48: 1-70.";"**Pitkin, L. M.**, 1984. Gelechiid moths of the genus *Mirificarma*. - *Bulletin of the British Museum of natural History* (Entomology) **48**: 1-70."
"Pitkin1988";"Pitkin, L. M., 1988. The holarctic genus Teleiopsis. Host-plants, biogeography and cladistics (Lepidoptera: Gelechiidae). — Entomologica scandinavica 19: 143-191.";"**Pitkin, L. M.**, 1988. The holarctic genus *Teleiopsis*. Host-plants, biogeography and cladistics (Lepidoptera: Gelechiidae). - *Entomologica scandinavica* **19**: 143-191."
"Pittaway1993";"Pittaway, A. R., 1993. The hawkmoths of the western Palaearctic. — Harley Books, London, 240 p., 13 colour plates.";"**Pittaway, A. R.**, 1993. *The hawkmoths of the western Palaearctic*. - Harley Books, London, 240 p., 13 colour plates."
"Povolny1966";"Povolný, D., 1966. Die taxonomisch geklärten palaearktischen Gnorimoschema-Arten (Lep. Gel.) nebst Beschreibung einer neuen Art. — Arkiv för Zoologi 18: 393-404.";"**Povoln&yacute;, D**., 1966. Die taxonomisch gekl&auml;rten palaearktischen *Gnorimoschema*-Arten (Lep. Gel.) nebst Beschreibung einer neuen Art. - *Arkiv f&ouml;r Zoologi* **18**: 393-404."
"Povolny1967";"Povolný, D., 1967. Ein kritischer Beitrag zur taxonomischen Klärung einiger palaearktischen Arten der Gattung Scrobipalpa (Lepidoptera, Gelechiidae). — Acta scientarium naturalium Academiae scientiarum bohemoslovacae, Brno 1: 209-250.";"**Povoln&yacute;, D.**, 1967. Ein kritischer Beitrag zur taxonomischen Kl&auml;rung einiger palaearktischen Arten der Gattung *Scrobipalpa* (Lepidoptera, Gelechiidae). - *Acta scientarium naturalium Academiae scientiarum bohemoslovacae*, Brno **1**: 209-250."
"Povolny1983";"Povolný, D., 1983. Vorläufiges zu einer Revision der Gattungen Isophrictis Meyr. und Pycnostola Meyr. (Lepidoptera, Gelechiidae). — Acta entomologica Musei nationalis Pragae 41: 133-158.";"**Povoln&yacute;, D.**, 1983. Vorl&auml;ufiges zu einer Revision der Gattungen *Isophrictis* Meyr. und *Pycnostola* Meyr. (Lepidoptera, Gelechiidae). - *Acta entomologica Musei nationalis Pragae* **41**: 133-158."
"Povolny2002";"Povolný, D., 2002. Iconographia tribus Gnorimoschemini Regionis Palaearcticae. — Frantisek Slamka, Bratislava, 110 pp., 16 colour plates, 87 black-and-white plates.";"**Povoln&yacute;, D.**, 2002. *Iconographia tribus Gnorimoschemini Regionis Palaearcticae*. - Frantisek Slamka, Bratislava, 110 pp., 16 colour plates, 87 black-and-white plates."
"Prout19121915";"Prout, L. B., 1912-1915. Spannerartige Nachtfalter. In: Seitz, A. (Ed.): Die Gross-Schmetterlinge der Erde. I. Abteilung. Die Gross-Schmetterlinge des Palaearktischen Faunengebietes. — A. Kernen Verlag, Stuttgart, 479 p. + 25 coloured plates.";"**Prout, L. B.**, 1912-1915. Spannerartige Nachtfalter. In: Seitz, A. (Ed.): *Die Gross-Schmetterlinge der Erde. I. Abteilung. Die Gross-Schmetterlinge des Palaearktischen Faunengebietes*. - A. Kernen Verlag, Stuttgart, 479 p. + 25 coloured plates."
"Prout19341939";"Prout, L. B., 1934-1939. Die Spanner des Palaearktischen Faunengebietes. In: Seitz, A. (Ed.): Die Gross-Schmetterlinge der Erde. I. Abteilung. Die Gross-Schmetterlinge des Palaearktischen Faunengebietes. Supplement IV. — A. Kernen Verlag, Stuttgart, p.1-253 + 53 coloured plates. (continued by E. Wehrli).";"**Prout, L. B.**, 1934-1939. *Die Spanner des Palaearktischen Faunengebietes. In: Seitz, A. (Ed.): Die Gross-Schmetterlinge der Erde. I. Abteilung. Die Gross-Schmetterlinge des Palaearktischen Faunengebietes. Supplement IV*. - A. Kernen Verlag, Stuttgart, p.1-253 + 53 coloured plates. (continued by E. Wehrli)."
"Puplesis1994";"Puplesis, R., 1994. The Nepticulidae of Eastern Europe and Asia. — Backhuys Publishers, Leiden, 291 p. + 840 figs.";"**Puplesis, R.**, 1994. *The Nepticulidae of Eastern Europe and Asia.* - Backhuys Publishers, Leiden, 291 p. + 840 figs."
"Racheli1990";"Racheli, T., 1990. Sinossi degli Zygaenini italiani (Lepidoptera: Zygaenidae). — Roma, 174 p., 7 colour plates.";"**Racheli,T.**, 1990. *Sinossi degli Zygaenini italiani* (Lepidoptera: Zygaenidae). - Roma, 174 p., 7 colour plates."
"Razowski1959";"Razowski, J., 1959. European species of Cnephasiini (Lepidoptera, Tortricidae). — Acta zoologica cracoviensia 4: 179-423.";"**Razowski, J.**, 1959. European species of Cnephasiini (Lepidoptera, Tortricidae). - *Acta zoologica cracoviensia* **4**: 179-423."
"Razowski1963";"Razowski, J., 1963. Cochylidae. — Klucze do oznaczania owadów polski 27 (41a): 1-86.";"**Razowski, J.**, 1963. Cochylidae. - *Klucze do oznaczania owad&oacute;w polski* **27** (41a): 1-86."
"Razowski1969";"Razowski, J., 1969. Zwójkówski - Tortricidae Wstep oraz podrodziny Tortricinae i Sparganothinae. — Klucze do oznaczania owadów polski 27 (41b): 1-131.";"**Razowski, J.**, 1969. Zw&oacute;jk&oacute;wski - Tortricidae Wstep oraz podrodziny Tortricinae i Sparganothinae. - *Klucze do oznaczania owad&oacute;w polski* **27** (41b): 1-131."
"Razowski1970";"Razowski, J., 1970. Cochylidae. In: Amsel, H. G., Gregor, F. & Reisser, H. (Eds.): Microlepidoptera Palaearctica 3, 2 Bände. — Verlag Georg Fromme & Co., Wien, 528 p., 161 plates.";"**Razowski, J.**, 1970. Cochylidae. In: Amsel, H. G., Gregor, F. &amp; Reisser, H. (Eds.): *Microlepidoptera Palaearctica 3*, 2 B&auml;nde. - Verlag Georg Fromme &amp; Co., Wien, 528 p., 161 plates."
"Razowski1971";"Razowski, J., 1971. Oblaczki - Syntomidae, Niedzwiedziówki - Arctiidae. — Klucze do oznaczania owadów polski 27 (51-52): 1-54.";"**Razowski, J.**, 1971. Oblaczki - Syntomidae, Niedzwiedzi&oacute;wki - Arctiidae. - *Klucze do oznaczania owad&oacute;w polski ***27** (51-52): 1-54."
"Razowski1975";"Razowski, J., 1975. Motyle (Lepidoptera) polski 2. Homoneura. — Monografie Fauny Polski 5: 1-96, 3 pls.";"**Razowski, J.**, 1975. Motyle (Lepidoptera) polski 2. Homoneura. - *Monografie Fauny Polski ***5**: 1-96, 3 pls."
"Razowski1978";"Razowski, J., 1978. Motyle (Lepidoptera) polski 3. Heteroneura, Adeloidea. — Monografie Fauny Polski 8: 1-137, 11 pls.";"**Razowski, J.**, 1978. Motyle (Lepidoptera) polski 3. Heteroneura, Adeloidea. - *Monografie Fauny Polski* **8**: 1-137, 11 pls."
"Razowski1981";"Razowski, J., 1981. Motyle (Lepidoptera) polski 5. Cossoidea i Tortricinae. — Monografie Fauny Polski 10: 1-345, 28 pls.";"**Razowski, J.**, 1981. Motyle (Lepidoptera) polski 5. Cossoidea i Tortricinae. - *Monografie Fauny Polski* **10**: 1-345, 28 pls."
"Razowski1983";"Razowski, J., 1983. Motyle (Lepidoptera) Polski. Olethreutinae: Olethreutidii. — Monografie Fauny Polski 13: 1-177, pls 1-11.";"**Razowski, J.**, 1983. Motyle (Lepidoptera) Polski. Olethreutinae: Olethreutidii. - *Monografie Fauny Polski* **13**: 1-177, pls 1-11."
"Razowski1984";"Razowski, J., 1984. Tortricini. In: Amsel, H. G., Gregor, F., Reisser, H. & Roesler, R.-U. (Eds.): Microlepidoptera Palaearctica 6, 2 Bände. — G. Braun Druckerei und Verlage Karlsruhe, 376 p., 101 plates.";"**Razowski, J.**, 1984. Tortricini. In: Amsel, H. G., Gregor, F., Reisser, H. &amp; Roesler, R.-U. (Eds.): *Microlepidoptera Palaearctica 6*, 2 B&auml;nde. - G. Braun Druckerei und Verlage Karlsruhe, 376 p., 101 plates."
"Razowski1987";"Razowski, J., 1987. Motyle (Lepidoptera) polski 7. Uzupelnienia i Eucosmini. — Monografie Fauny Polski 15: 1-253, 15 pls.";"**Razowski, J.**, 1987. Motyle (Lepidoptera) polski 7. Uzupelnienia i Eucosmini. - *Monografie Fauny Polski* **15**: 1-253, 15 pls."
"Razowski1988";"Razowski, J., 1988. Motyle (Lepidoptera) polski 20. Pterophoridae i Carposinidae. — Monografie Fauny Polski 17: 1-140, 9 pls.";"**Razowski, J.**, 1988. Motyle (Lepidoptera) polski 20. Pterophoridae i Carposinidae. - *Monografie Fauny Polski* **17**: 1-140, 9 pls."
"Razowski1990";"Razowski, J., 1990. Motyle (Lepidoptera) polski 16. Coleophoridae. — Monografie Fauny Polski 18: 1-270, 1 plate.";"**Razowski, J.**, 1990. Motyle (Lepidoptera) polski 16. Coleophoridae. - *Monografie Fauny Polski* **18**: 1-270, 1 plate."
"Razowski1991";"Razowski, J., 1991. Motyle (Lepidoptera) polski 8. Grapholitini. — Monografie Fauny Polski 19: 1-187, 10 pls.";"**Razowski, J.**, 1991. Motyle (Lepidoptera) polski 8. Grapholitini. - *Monografie Fauny Polski* **19**: 1-187, 10 pls."
"Razowski1996";"Razowski, J., 1996. Lypusidae, Heliodinidae, Tortricidae. In: Karsholt, O. & Razowski, J. (Eds.): The Lepidoptera of Europe. A distributional Checklist: 39, 62, 130-157. — Apollo Books, Stenstrup.";"**Razowski, J.**, 1996. Lypusidae, Heliodinidae, Tortricidae. In: Karsholt, O. &amp; Razowski, J. (Eds.): *The Lepidoptera of Europe. A distributional Checklist*: 39, 62, 130-157. - Apollo Books, Stenstrup."
"Razowski2001";"Razowski, J., 2001. Die Tortriciden (Lepidoptera, Tortricidae) mitteleuropas. Bestimmung - Verbreitung - Flugstandort - Lebensweise der Raupen. — Frantisek Slamka, Bratislava, 319 pp., incl. 24 colour plates.";"**Razowski, J.**, 2001. Die Tortriciden (Lepidoptera, Tortricidae) mitteleuropas. Bestimmung - Verbreitung - Flugstandort - Lebensweise der Raupen. - Frantisek Slamka, Bratislava, 319 pp., incl. 24 colour plates."
"Razowski2002";"Razowski, J., 2002. Tortricidae of Europe. Volume 1. Tortricinae and Chlidanotinae. — Frantisek Slamka, Bratislava, 247 pp., incl. 16 colour plates.";"**Razowski, J.**, 2002. Tortricidae of Europe. Volume 1. Tortricinae and Chlidanotinae. - Frantisek Slamka, Bratislava, 247 pp., incl. 16 colour plates."
"Revell1979";"Revell, R. J., 1979. Nolidae. In: Heath, J. & Emmet, A. M. (Eds.): The Moths and Butterflies of Great Britain and Ireland, Volume 9 Sphingidae - Noctuidae Noctuinae and Hadeninae: 112-120. — Curwen Books, London.";"**Revell, R. J.**, 1979. Nolidae. In: Heath, J. &amp; Emmet, A. M. (Eds.): *The Moths and Butterflies of Great Britain and Ireland, Volume 9 Sphingidae - Noctuidae Noctuinae and Hadeninae*: 112-120. - Curwen Books, London."
"Riedl1969";"Riedl, T., 1969. Matériaux pour la connaissance des Momphidae paléarctiques (Lepidoptera) 9. Revue des Momphidae européennes, y compris quelques espèces d'Afrique du nord et du Proche-Orient. — Polskie Pismo entomologiczne 39: 635-919.";"**Riedl, T.**, 1969. Mat&eacute;riaux pour la connaissance des Momphidae pal&eacute;arctiques (Lepidoptera) 9. Revue des Momphidae europ&eacute;ennes, y compris quelques esp&egrave;ces d'Afrique du nord et du Proche-Orient. - *Polskie Pismo entomologiczne* **39**: 635-919."
"Riedl1984";"Riedl, T., 1984. Stathmopodidae, Batrachedridae, Blastodacnidae, Momphidae, Cosmopterigidae, Chrysopeleiidae. — Klucze do oznaczania owadów polski 27 (32): 1-105.";"**Riedl, T.**, 1984. Stathmopodidae, Batrachedridae, Blastodacnidae, Momphidae, Cosmopterigidae, Chrysopeleiidae. - *Klucze do oznaczania owad&oacute;w polski* **27** (32): 1-105."
"Riedl1996";"Riedl, T., 1996. Ethmiidae, Agonoxenidae, Batrachedridae, Momphidae, Blastobasidae, Cosmopterigidae. In: Karsholt, O. & Razowski, J. (Eds.): The Lepidoptera of Europe: 63-64, 73-74, 84, 95, 96, 101-103. — Apollo Books, Stenstrup.";"**Riedl, T.**, 1996. Ethmiidae, Agonoxenidae, Batrachedridae, Momphidae, Blastobasidae, Cosmopterigidae. In: Karsholt, O. &amp; Razowski, J. (Eds.): *The Lepidoptera of Europe*: 63-64, 73-74, 84, 95, 96, 101-103. - Apollo Books, Stenstrup."
"Rinnhofer1975";"Rinnhofer, G., 1975. Beiträge zur Insektenfauna der DDR: Lepidoptera - Pyralidae (s. str.). — Beiträge zur Entomologie 25: 227-238, 1 colour plate.";"**Rinnhofer, G.**, 1975. Beitr&auml;ge zur Insektenfauna der DDR: Lepidoptera - Pyralidae (s. str.). - *Beitr&auml;ge zur Entomologie* **25**: 227-238, 1 colour plate."
"Rinnhofer1980";"Rinnhofer, G., 1980. Beiträge zur Insektenfauna der DDR: Lepidoptera - Scopariinae (s. str.). — Beiträge zur Entomologie 30: 121-136.";"**Rinnhofer, G.**, 1980. Beitr&auml;ge zur Insektenfauna der DDR: Lepidoptera - Scopariinae (s. str.). - *Beitr&auml;ge zur Entomologie* **30**: 121-136."
"Robinson1979";"Robinson, G. S., 1979. Clothes-moths of the Tinea pellionella complex: a revision of the world's species (Lepidoptera: Tineidae). — Bulletin of the British Museum of natural History (Entomology) 38: 57-128.";"**Robinson, G. S.**, 1979. Clothes-moths of the *Tinea pellionella* complex: a revision of the world's species (Lepidoptera: Tineidae). - *Bulletin of the British Museum of natural History* (Entomology) **38**: 57-128."
"Robinson1986";"Robinson, G. S., 1986. Fungus moths: a review of the Scardiinae. — Bulletin of the British Museum of natural History (Entomology) 52: 37-181.";"**Robinson, G. S.**, 1986. Fungus moths: a review of the Scardiinae. - *Bulletin of the British Museum of natural History* (Entomology) **52**: 37-181."
"Roesler1966";"Roesler, R. U., 1966. Die deutschen Arten des Homoeosoma-Ephestia-Komplexes (Lepidoptera: Phycitinae). — Mitteilungen der münchner entomologischen Gesellschaft 56: 104-160.";"**Roesler, R. U.**, 1966. Die deutschen Arten des *Homoeosoma*-*Ephestia*-Komplexes (Lepidoptera: Phycitinae). - *Mitteilungen der m&uuml;nchner entomologischen Gesellschaft* **56**: 104-160."
"Roesler1973";"Roesler, R. U., 1973. Phycitinae 1. Teilband - Trifine Acrobasiina. In: Amsel, H. G., Gregor, F. & Reisser, H.: Microlepidoptera Palaearctica 4, 2 Bände. — Verlag Georg Fromme & Co, Wien, 752 p., 159 plates.";"**Roesler, R. U.**, 1973. Phycitinae 1. Teilband - Trifine Acrobasiina. In: Amsel, H. G., Gregor, F. &amp; Reisser, H.: *Microlepidoptera Palaearctica* **4**, 2 B&auml;nde. - Verlag Georg Fromme &amp; Co, Wien, 752 p., 159 plates."
"Roesler1993";"Roesler, R. U., 1993. Phycitinae 2. Teilband - Quadrifine Acrobasiina. In: Amsel, H. G., Gregor, F., Reisser, H. & Roesler, H. U.: Microlepidoptera Palaearctica 8, 2 Bände. — G. Braun Druckerei und Verlage, Karlsruhe, 305 p., 82 plates.";"**Roesler, R. U.**, 1993. Phycitinae 2. Teilband - Quadrifine Acrobasiina. In: Amsel, H. G., Gregor, F., Reisser, H. &amp; Roesler, H. U.: *Microlepidoptera Palaearctica* **8**, 2 B&auml;nde. - G. Braun Druckerei und Verlage, Karlsruhe, 305 p., 82 plates."
"RonkayRonkay1994";"Ronkay, G. & Ronkay, L., 1994. Noctuidae Europaeae Volume 6 Cuculliinae I. — Entomological Press, Sorø, 282 pp., 10 colour plates.";"**Ronkay, G. &amp; Ronkay, L.**, 1994. *Noctuidae Europaeae Volume ***6*** Cuculliinae I. *- Entomological Press, Sor&oslash;, 282 pp., 10 colour plates."
"RonkayRonkay1995";"Ronkay, G. & Ronkay, L., 1995. Noctuidae Europaeae Volume 7 Cuculliinae II. — Entomological Press, Sorø, 224 pp., 4 colour plates.";"**Ronkay, G. &amp; Ronkay, L.**, 1995. *Noctuidae Europaeae Volume ***7*** Cuculliinae II.* - Entomological Press, Sor&oslash;, 224 pp., 4 colour plates."
"Ronkay2001";"Ronkay, L., Yela, J. L. & Hreblay, M., 2001. Noctuidae Europaeae Volume 5 Hadeninae II. — Entomological Press, Sorø, 452 pp., 21 colour plates.";"**Ronkay, L., Yela, J. L. &amp; Hreblay, M.**, 2001. *Noctuidae Europaeae Volume ***5*** Hadeninae II.* - Entomological Press, Sor&oslash;, 452 pp., 21 colour plates."
