"code";"text";"markdown"
"Gaedike1996a";"Gaedike, R., 1996a. Douglasiidae. In: Karsholt, O. & Razowski, J. (Eds.): The Lepidoptera of Europe: 46-47. — Apollo Books, Stenstrup.";"**Gaedike, R.**, 1996a. Douglasiidae. In: Karsholt, O. &amp; Razowski, J. (Eds.): *The Lepidoptera of Europe*: 46-47. - Apollo Books, Stenstrup."
"Gaedike1996b";"Gaedike, R., 1996b. Epermeniidae. In: Heppner, J. B. (Ed.): Lepidopterorum Catalogus (New Series) 48: i-viii, 1-20.";"**Gaedike, R.**, 1996b. Epermeniidae. In: Heppner, J. B. (Ed.): *Lepidopterorum Catalogus* (New Series) **48**: i-viii, 1-20."
"GaedikePetersen1985";"Gaedike, R. & Petersen, G., 1985. Beiträge zur Insekten-Fauna der DDR: Lepidoptera - Phycitidae. — Faunistische Abhandlungen 13: 55-107.";"**Gaedike, R. &amp; Petersen, G.**, 1985. Beitr&auml;ge zur Insekten-Fauna der DDR: Lepidoptera - Phycitidae. - *Faunistische Abhandlungen* **13**: 55-107."
"Gershenzon1974";"Gershenzon, Z. S., 1974. Moli gornostaevi (Yponomeutidae, Argyresthiidae). — Fauna Ukraini 15 (6): 1-132.";"**Gershenzon, Z. S.**, 1974. Moli gornostaevi (Yponomeutidae, Argyresthiidae). - Fauna Ukraini 15 (6): 1-132."
"Gershenzon1990";"Gershenzon, Z. S., 1990. 28. Family Yponomeutidae, 29. Family Argyresthiidae. In: Medvedev, G. S. (Ed.): Keys to the insects of the European part of the USSR 4 (2). — E. J. Brill, Leiden, New York, København, Köln, 1092 p.";"**Gershenzon, Z. S.**, 1990. 28. Family Yponomeutidae, 29. Family Argyresthiidae. In: Medvedev, G. S. (Ed.): *Keys to the insects of the European part of the USSR* **4** (2). - E. J. Brill, Leiden, New York, K&oslash;benhavn, K&ouml;ln, 1092 p."
"Gibeaux1983";"Gibeaux, C., 1983. Révision des Argyresthiidae de France et de Belgique et description d'Argyresthia pruniella granonensis ssp. nova. — Linneana belgica 9: 119-134, 146-162.";"**Gibeaux, C.**, 1983. R&eacute;vision des Argyresthiidae de France et de Belgique et description d'*Argyresthia pruniella granonensis* ssp. nova. - *Linneana belgica* **9**: 119-134, 146-162."
"Gibeaux1984";"Gibeaux, C., 1984. Le genre Yponomeuta Latreille 1796 (s. l.) (Lep. Yponomeutidae). — Entomologica gallica 1: 139-146.";"**Gibeaux, C.**, 1984. Le genre *Yponomeuta* Latreille 1796 (s. l.) (Lep. Yponomeutidae). - *Entomologica gallica* **1**: 139-146."
"GibeauxNel1991";"Gibeaux, C. & Nel, J., 1991. Révision des espèces du complèxe bipunctidactyla (Scopoli, 1763) dans le genre Stenoptilia Hübner, 1825 (Lepidoptera Pterophoridae). — Alexanor 17: 103-119.";"**Gibeaux, C. &amp; Nel, J.**, 1991. R&eacute;vision des esp&egrave;ces du compl&egrave;xe *bipunctidactyla* (Scopoli, 1763) dans le genre *Stenoptilia* H&uuml;bner, 1825 (Lepidoptera Pterophoridae). - *Alexanor* **17**: 103-119."
"Gielis1996";"Gielis, C., 1996. Pterophoridae. In: Huemer, P., Karsholt, O. & Lyneborg, L. (Eds): Microlepidoptera of Europe 1: 1-222. — Apollo Books, Stenstrup.";"**Gielis, C.**, 1996. Pterophoridae. In: Huemer, P., Karsholt, O.&amp; Lyneborg, L. (Eds): *Microlepidoptera of Europe* **1**: 1-222. - Apollo Books, Stenstrup."
"Goater1986";"Goater, B., 1986. British Pyralid Moths. A guide to their identification. — Harley Books, Colchester, 175 p., 8 colour plates.";"**Goater, B.**, 1986. *British Pyralid Moths. A guide to their identification*. - Harley Books, Colchester, 175 p., 8 colour plates."
"Goateretal2003";"Goater, B., Ronkay, L. & Fibiger, M., 2003. Noctuidae Europaeae Volume 10 Catocalinae & Plusiinae. — Entomological Press, Sorø, 452 p., 16 colour plates.";"**Goater, B., Ronkay, L. &amp; Fibiger, M.**, 2003. *Noctuidae Europaeae Volume ***10*** Catocalinae &amp; Plusiinae.* - Entomological Press, Sor&oslash;, 452 p., 16 colour plates. "
"GodfraySterling1996";"Godfray, H. C. J. & Sterling, P. H., 1996. Family Epermeniidae. In: Emmet, A. M. (Ed.): The Moths and Butterflies of Great Britain and Ireland. Volume 3: Yponomeutidae - Elachistidae. — Harley Books, Colchester, 452 p.";"**Godfray, H. C. J. &amp; Sterling, P. H.**, 1996. Family Epermeniidae. In: Emmet, A. M. (Ed.): *The Moths and Butterflies of Great Britain and Ireland. Volume 3: Yponomeutidae - Elachistidae*. - Harley Books, Colchester, 452 p."
"Gozmany1955a";"Gozmány, L., 1955a. Molylepkék III. Microlepidoptera III. — Fauna Hungariae 5: 1-150.";"**Gozm&aacute;ny, L.**, 1955a. Molylepk&eacute;k III. Microlepidoptera III. - *Fauna Hungariae* **5**: 1-150."
"Gozmany1955b";"Gozmány, L., 1955b. A restriction of the genus Gelechia Hbn., concerning the species occurring in Hungary. — Annales historico-naturales Musei nationalis hungarici (N. S.) 6: 307-315.";"**Gozm&aacute;ny, L.**, 1955b. A restriction of the genus *Gelechia* Hbn., concerning the species occurring in Hungary. - *Annales historico-naturales Musei nationalis hungarici* (N. S.) **6**: 307-315."
"Gozmany1956";"Gozmány, L., 1956. Molylepkék II. Microlepidoptera II. — Fauna Hungariae 13: 1-136.";"**Gozm&aacute;ny, L.**, 1956. Molylepk&eacute;k II. Microlepidoptera II. - *Fauna Hungariae* **13**: 1-136."
"Gozmany1957";"Gozmány, L., 1957. Notes on the generic group Stomopteryx Hein. — Acta zoologica Academiae scientiarum hungaricae 3: 107-135.";"**Gozm&aacute;ny, L.**, 1957. Notes on the generic group *Stomopteryx* Hein. - *Acta zoologica Academiae scientiarum hungaricae* **3**: 107-135."
"Gozmany1958";"Gozmány, L., 1958. Molylepkék IV. Microlepidoptera IV. — Fauna Hungariae 40: 1-295.";"**Gozm&aacute;ny, L.**, 1958. Molylepk&eacute;k IV. Microlepidoptera IV. - *Fauna Hungariae* **40**: 1-295."
"Gozmany1963";"Gozmány, L., 1963. Molylepkék VI. Microlepidoptera VI. — Fauna Hungariae 65: 1-289.";"**Gozm&aacute;ny, L.**, 1963. Molylepk&eacute;k VI. Microlepidoptera VI. - *Fauna Hungariae* **65**: 1-289."
"Gozmany1965";"Gozmány, L., 1965. Molylepkék I. Microlepidoptera I. In: Gozmány, L. & Szöcs, J.: Microlepidoptera I. — Fauna Hungariae 76: 1-214.";"**Gozm&aacute;ny, L.**, 1965. Molylepk&eacute;k I. Microlepidoptera I. In: Gozm&aacute;ny, L. &amp; Sz&ouml;cs, J.: Microlepidoptera I. - *Fauna Hungariae* **76**: 1-214."
"GozmanyRiedl1996";"Gozmany, L. & Riedl, T., 1996. Autostichidae. In: Karsholt, O. & Razowski, J. (Eds.): The Lepidoptera of Europe. A distributional Checklist: 97-100. — Apollo Books, Stenstrup.";"**Gozmany, L. &amp; Riedl, T.**, 1996. Autostichidae. In: Karsholt, O. &amp; Razowski, J. (Eds.): *The Lepidoptera of Europe*. *A distributional Checklist*: 97-100. - Apollo Books, Stenstrup."
"Gregor1952";"Gregor, F., 1952. Moli rodu Lithocolletis Hb. Na dubech v CSR. — Zoologické a entomologické Listy 15: 24-56, colour plates 1-8.";"**Gregor, F.**, 1952. Moli rodu *Lithocolletis* Hb. Na dubech v CSR. - *Zoologick&eacute; a entomologick&eacute; Listy* **15**: 24-56, colour plates 1-8."
"Hackeretal2002";"Hacker, H., Ronkay, L. & Hreblay, M., 2002. Noctuidae Europaeae Volume 4 Hadeninae I. — Entomological Press, Sorø, 419 pp., incl. 14 colour plates.";"**Hacker, H., Ronkay, L. &amp; Hreblay, M.**, 2002. *Noctuidae Europaeae Volume ***4*** Hadeninae I.* - Entomological Press, Sor&oslash;, 419 pp., incl. 14 colour plates."
"Hackman1945";"Hackman, W., 1945. Die Coleophoriden Finnlands. —Notulae entomologicae 25: 1-63.";"**Hackman, W.**, 1945. Die Coleophoriden Finnlands. -*Notulae entomologicae* **25**: 1-63."
"HackraySarlet1969";"Hackray, J. & Sarlet, L. G., 1969-1974. Catalogue des Macrolépidoptères de Belgique. — Supplément à Lambillionea 68-74, 256 p.";"**Hackray, J. &amp; Sarlet, L. G.**, 1969-1974. Catalogue des Macrol&eacute;pidopt&egrave;res de Belgique. - Suppl&eacute;ment &agrave; *Lambillionea* **68-74**, 256 p."
"Hannemann1953";"Hannemann, H. J., 1953. Natürliche Gruppierung der europäischen Arten der Gattung Depressaria s. l. (Lep. Oecoph.). — Mitteilungen aus dem Zoologischen Museum Berlin 29: 269-373.";"**Hannemann, H. J.**, 1953. Nat&uuml;rliche Gruppierung der europ&auml;ischen Arten der Gattung *Depressaria* s. l. (Lep. Oecoph.). - *Mitteilungen aus dem Zoologischen Museum Berlin* **29**: 269-373."
"Hannemann1958";"Hannemann, H. J., 1958. Beiträge zur Kenntnis einheimischer Scythris-Arten (Lep. Scythrididae). — Mitteilungen der deutschen entomologischen Gesellschaft 17: 65-67.";"**Hannemann, H. J.**, 1958. Beitr&auml;ge zur Kenntnis einheimischer *Scythris*-Arten (Lep. Scythrididae). - *Mitteilungen der deutschen entomologischen Gesellschaft* **17**: 65-67."
"Hannemann1960";"Hannemann, H. J., 1960. Zur Kenntnis der Scythris-Arten. — Mitteilungen der deutschen entomologischen Gesellschaft 19: 84-87.";"**Hannemann, H. J.**, 1960. Zur Kenntnis der *Scythris*-Arten. - *Mitteilungen der deutschen entomologischen Gesellschaft* **19**: 84-87."
"Hannemann1961";"Hannemann, H. J., 1961. Kleinschmetterlinge oder Microlepidoptera I. Die Wickler (s.str.) (Tortricidae). — Tierwelt Deutschlands 48, 233 p., 22 pls.";"**Hannemann, H. J.**, 1961. Kleinschmetterlinge oder Microlepidoptera I. Die Wickler (s.str.) (Tortricidae). - *Tierwelt Deutschlands* **48**, 233 p., 22 pls."
"Hannemann1964";"Hannemann, H. J., 1964. Kleinschmetterlinge oder Microlepidoptera II. Die Wickler (s.l.) (Cochylidae und Carposinidae), Die Zünslerartigen (Pyraloidea). — Tierwelt Deutschlands 50, 401 p., 22 pls.";"**Hannemann, H. J.**, 1964. Kleinschmetterlinge oder Microlepidoptera II. Die Wickler (s.l.) (Cochylidae und Carposinidae), Die Z&uuml;nslerartigen (Pyraloidea). - *Tierwelt Deutschlands* **50**, 401 p., 22 pls."
"Hannemann1977";"Hannemann, H. J., 1977. Kleinschmetterlinge oder Microlepidoptera III. Federmotten (Pterophoridae), Gespinstmotten (Yponomeutidae), Echte Motten (Tineidae). — Tierwelt Deutschlands 63, 275 p., 17 pls.";"**Hannemann, H. J.**, 1977. Kleinschmetterlinge oder Microlepidoptera III. Federmotten (Pterophoridae), Gespinstmotten (Yponomeutidae), Echte Motten (Tineidae). - *Tierwelt Deutschlands* **63**, 275 p., 17 pls."
"Hannemann1995";"Hannemann, H. J., 1995. Kleinschmetterlinge oder Microlepidoptera IV. Flachleibmotten (Depressariidae). — Tierwelt Deutschlands 69, 192 p. (10 pls, 3 colour pls).";"**Hannemann, H. J**., 1995. Kleinschmetterlinge oder Microlepidoptera IV. Flachleibmotten (Depressariidae). - *Tierwelt Deutschlands* **69**, 192 p. (10 pls, 3 colour pls)."
"Hannemann1996";"Hannemann, H. J., 1996. Depressariidae. In: Karsholt, O. & Razowski, J. (Eds.): The Lepidoptera of Europe: 64-68. — Apollo Books, Stenstrup.";"**Hannemann, H. J.**, 1996. Depressariidae. In: Karsholt, O. &amp; Razowski, J. (Eds.): *The Lepidoptera of Europe*: 64-68. - Apollo Books, Stenstrup."
"Harperetal2002";"Harper, M. W., Langmaid, J. R. & Emmet, A. M.., 2002. Oecophoridae. In: Emmet, A. M. & Langmaid, J. P. (Eds.): The Moths and Butterflies of Great Britain and Ireland. Volume 4 (Part 1) Oecophoridae-Scythrididae. — Harley Books Ltd., Great Horkesley, 326 pp., 6 colour plates [pp. 43-177].";"**Harper, M. W., Langmaid, J. R. &amp; Emmet, A. M.**., 2002. Oecophoridae. In: Emmet, A. M. &amp; Langmaid, J. P. (Eds.): *The Moths and Butterflies of Great Britain and Ireland. Volume 4 (Part 1) Oecophoridae-Scythrididae*. - Harley Books Ltd., Great Horkesley, 326 pp., 6 colour plates [pp. 43-177]. "
"Hattenschwiler1985";"Hättenschwiler, P., 1985. Family Psychidae. In: Heath, J. & Emmet, A. M. (Eds.): The Moths and Butterflies of Great Britain and Ireland 2. Cossidae - Heliodinidae. — Harley Books, Colchester, 460 p. (2 pls, 11 colour plates).";"**H&auml;ttenschwiler, P.**, 1985. Family Psychidae. In: Heath, J. &amp; Emmet, A. M. (Eds.): *The Moths and Butterflies of Great Britain and Ireland* **2**. Cossidae - Heliodinidae. - Harley Books, Colchester, 460 p. (2 pls, 11 colour plates)."
"Hausmann2001";"Hausmann, A., 2001. The Geometrid Moths of Europe. Volume 1. Archiearinae, Orthostixinae, Desmobathrinae, Alsophilinae and Geometrinae. — Apollo Books, Stenstrup, 240 pp., 8 colour plates.";"**Hausmann, A.**, 2001. *The Geometrid Moths of Europe. Volume ***1***. Archiearinae, Orthostixinae, Desmobathrinae, Alsophilinae and Geometrinae*. - Apollo Books, Stenstrup, 240 pp., 8 colour plates."
"Heath1958";"Heath, J., 1958. The British Eriocraniidae and Micropterygidae. — Proceedings and Transactions of the South London entomological and Natural History Society 1957: 115-125, pl. 8 [Reprint in: Agassiz, D. J. L., ed., 1978: Illustrated papers on British Microlepidoptera: 7-11, pl. 1].";"**Heath, J.**, 1958. The British Eriocraniidae and Micropterygidae. - *Proceedings and Transactions of the South London entomological and Natural History Society* **1957**: 115-125, pl. 8 [Reprint in: Agassiz, D. J. L., ed., 1978: Illustrated papers on British Microlepidoptera: 7-11, pl. 1]."
"Heath1976a";"Heath, J., 1976a. Micropterigidae. In: Heath, J. (Ed.): The Moths and Butterflies of Great Britain and Ireland. Volume I: Micropterigidae - Heliozelidae. — Blackwell Scientific Publications Ltd and The Curwen Press Ltd, 343 p.";"**Heath, J.**, 1976a. Micropterigidae. In: Heath, J. (Ed.): *The Moths and Butterflies of Great Britain and Ireland. Volume I: Micropterigidae - Heliozelidae*. - Blackwell Scientific Publications Ltd and The Curwen Press Ltd, 343 p."
"Heath1976b";"Heath, J., 1976b. Eriocraniidae. In: Heath, J. (Ed.): The Moths and Butterflies of Great Britain and Ireland. Volume I: Micropterigidae - Heliozelidae. — Blackwell Scientific Publications Ltd and The Curwen Press Ltd, 343 p.";"**Heath, J.**, 1976b. Eriocraniidae. In: Heath, J. (Ed.): *The Moths and Butterflies of Great Britain and Ireland. Volume I: Micropterigidae - Heliozelidae*. - Blackwell Scientific Publications Ltd and The Curwen Press Ltd, 343 p."
"HeathPelhamClinton1971";"Heath, J. & Pelham-Clinton, E. C., 1976. Incurvariidae. In: Heath, J. (Ed.): The Moths and Butterflies of Great Britain and Ireland. Volume I: Micropterigidae - Heliozelidae. — Blackwell Scientific Publications Ltd and The Curwen Press Ltd, 343 p.";"**Heath, J. &amp; Pelham-Clinton, E. C.**, 1976. Incurvariidae. In: Heath, J. (Ed.): *The Moths and Butterflies of Great Britain and Ireland. Volume I: Micropterigidae - Heliozelidae*. - Blackwell Scientific Publications Ltd and The Curwen Press Ltd, 343 p."
"Hesselbarthetal1995";"Hesselbarth, G., van Oorschot, H. & Wagener, S., 1995. Die Tagfalter der Türkei unter Berücksichtigung der angrenzenden Länder. 3 Teile. — Selbstverlag Sigbert Wagener, Bocholt.";"**Hesselbarth, G., van Oorschot, H. &amp; Wagener, S.**, 1995. *Die Tagfalter der T&uuml;rkei unter Ber&uuml;cksichtigung der angrenzenden L&auml;nder*. 3 Teile. - Selbstverlag Sigbert Wagener, Bocholt."
"Heylaerts1884";"Heylaerts, F. J. M., 1884. Les Psychides de la Hollande et de la Belgique. — Annales de la Société entomologique de Belgique 28: XCI-XCIV.";"**Heylaerts, F. J. M.**, 1884. Les Psychides de la Hollande et de la Belgique. - *Annales de la Soci&eacute;t&eacute; entomologique de Belgique* **28**: XCI-XCIV."
"HigginsHargreaves1983";"Higgins, L. G. & Hargreaves, B., 1983. The butterflies of Britain and Europe. — Collins, London, 256 p.";"**Higgins, L. G. &amp; Hargreaves, B.**, 1983. *The butterflies of Britain and Europe*. - Collins, London, 256 p."
"HigginsRiley1970";"Higgins, L. G. & Riley, N. D., 1970. A field guide to the butterflies of Britain and Europe. — Collins, London, 381 p.";"**Higgins, L. G. &amp; Riley, N. D.**, 1970. *A field guide to the butterflies of Britain and Europe*. - Collins, London, 381 p."
"Hoffmeyer1966";"Hoffmeyer, S., 1966. De danske målere. 2den udgave. — Universitetsforlaget i Aarhus, 361 p. + 25 colour plates.";"**Hoffmeyer, S.**, 1966. De danske m&aring;lere. 2den udgave. - Universitetsforlaget i Aarhus, 361 p. + 25 colour plates."
"Hoffmeyer1974";"Hoffmeyer, S., 1974. De danske spindere. 2den udgave. — Universitetsforlaget i Aarhus, 270 p. + 24 colour plates.";"**Hoffmeyer, S.**, 1974. *De danske spindere*. 2den udgave. - Universitetsforlaget i Aarhus, 270 p. + 24 colour plates."
"Howarth1973";"Howarth, T. G., 1973. Colour identification guide to butterflies of the British isles. — Frederick Warne, London, 151 p. (revised edition published in 1984 by Viking).";"**Howarth, T. G.**, 1973.* Colour identification guide to butterflies of the British isles*. - Frederick Warne, London, 151 p. (revised edition published in 1984 by Viking)."
"Huemer1988";"Huemer, P., 1988. A taxonomic revision of the genus Caryocolum (Gelechiidae). — Bulletin of the British Museum of natural History (Entomology) 57: 1-132.";"**Huemer, P.**, 1988. A taxonomic revision of the genus *Caryocolum* (Gelechiidae). - *Bulletin of the British Museum of natural History* (Entomology) **57**: 1-132."
"HuemerKarsholt1999";"Huemer, P. & Karsholt, O., 1999. Microlepidoptera of Europe. Volume 3. Gelechiidae I (Gelechiinae: Teleiodini, Gelechiini). — Apollo Books, Stenstrup, 356 pp., incl. 14 colour plates.";"**Huemer, P. &amp; Karsholt, O.**, 1999. *Microlepidoptera of Europe. Volume 3. Gelechiidae I* (Gelechiinae: Teleiodini, Gelechiini). - Apollo Books, Stenstrup, 356 pp., incl. 14 colour plates."
"HuemerTarmann1993";"Huemer, P. & Tarmann, G., 1993. Die Schmetterlinge Österreichs (Lepidoptera). — Tiroler Landesmuseum Ferdinandeum, Innsbruck, 224 p.";"**Huemer, P. &amp; Tarmann, G.**, 1993. *Die Schmetterlinge &Ouml;sterreichs (Lepidoptera)*. - Tiroler Landesmuseum Ferdinandeum, Innsbruck, 224 p."
"Jackh1959";"Jäckh, E., 1959. Zur Kenntnis der Oecophoridae, die Gattung Tubuliferola Strand, 1917. — Deutsche entomologische Zeitschrift (N. F.) 6: 174-184.";"**J&auml;ckh, E.**, 1959. Zur Kenntnis der Oecophoridae, die Gattung *Tubuliferola* Strand, 1917. -* Deutsche entomologische Zeitschrift* (N. F.) **6**: 174-184."
"Jackh1972a";"Jäckh, E., 1972a. Die Gattung Pseudatemelia Rebel, 1910 (Lepidoptera, Oecophoridae). — Entomologica, Bari 8: 133-140.";"**J&auml;ckh, E.**, 1972a. Die Gattung *Pseudatemelia* Rebel, 1910 (Lepidoptera, Oecophoridae). - *Entomologica*, Bari **8**: 133-140."
"Jackh1972b";"Jäckh, E., 1972b. Die Gattung Batia Stephens, 1834, s. str. (Lep. Oecophoridae). — Redia 53: 331-344.";"**J&auml;ckh, E.**, 1972b. Die Gattung *Batia* Stephens, 1834, s. str. (Lep. Oecophoridae). - *Redia* **53**: 331-344."
"Jackh1977";"Jäckh, E., 1977. Bearbeitung der Gattung Scythris Hübner (Lepidoptera, Scythrididae) 1. Die 'grandipennis-Gruppe'. — Deutsche entomologische Zeitschrift (N. F.) 24: 261-271.";"**J&auml;ckh, E.**, 1977. Bearbeitung der Gattung *Scythris* H&uuml;bner (Lepidoptera, Scythrididae) 1. Die '*grandipennis*-Gruppe'. -* Deutsche entomologische Zeitschrift* (N. F.) **24**: 261-271."
"Jackh1978";"Jäckh, E., 1978. Bearbeitung der Gattung Scythris Hübner (Lepidoptera, Scythrididae) 3. Arten mit einer weißen Langsstrieme. — Deutsche entomologische Zeitschrift (N. F.) 25: 71-89.";"**J&auml;ckh, E.**, 1978. Bearbeitung der Gattung *Scythris* H&uuml;bner (Lepidoptera, Scythrididae) 3. Arten mit einer wei&szlig;en Langsstrieme. - *Deutsche entomologische Zeitschrift* (N. F.) **25**: 71-89."
"Jacobs1945";"Jacobs, S. N. A., 1945. On the British species of the genus Lithocolletis, Hb. — Proceedings and Transactions of the South London entomological and Natural History Society 1944-1945: 34-59, pl. 3 [Reprint in: Agassiz, D. J. L., (Ed.), 1978: Illustrated papers on British Microlepidoptera. London, 170 p.].";"**Jacobs, S. N. A.**, 1945. On the British species of the genus *Lithocolletis*, Hb. - *Proceedings and Transactions of the South London entomological and Natural History Society* **1944-1945**: 34-59, pl. 3 [Reprint in: Agassiz, D. J. L., (Ed.), 1978: Illustrated papers on British Microlepidoptera. London, 170 p.]."
"Jacobs1948";"Jacobs, S. N. A., 1948. The British Lamproniidae and Adelidae. — Proceedings and Transactions of the South London entomological and natural History Society 1947-1948: 209-219, pl. 13. [reprinted: Agassiz, D. J. L., 1978. Illustrated Papers on British Microlepidoptera. London, 170 p.].";"**Jacobs, S. N. A.**, 1948. The British Lamproniidae and Adelidae. - *Proceedings and Transactions of the South London entomological and natural History Society* **1947-1948**: 209-219, pl. 13. [reprinted: Agassiz, D. J. L., 1978. Illustrated Papers on British Microlepidoptera. London, 170 p.]."
"Jacobs1949";"Jacobs, S. N. A., 1949. Oecophoridae (part 1) and allied genera. — Proceedings and Transactions of the South London entomological and natural History Society 1948-1949: 123-141, pl. 8. [reprinted: Agassiz, D. J. L., (Ed.), 1978. Illustrated Papers on British Microlepidoptera. London, 170 p.].";"**Jacobs, S. N. A.**, 1949. Oecophoridae (part 1) and allied genera. - *Proceedings and Transactions of the South London entomological and natural History Society* **1948-1949**: 123-141, pl. 8. [reprinted: Agassiz, D. J. L., (Ed.), 1978. Illustrated Papers on British Microlepidoptera. London, 170 p.]."
"Jacobs1950";"Jacobs, S. N. A., 1950. The British Oecophoridae (Part II). — Proceedings and Transactions of the South London entomological and Natural History Society 1949-1950: 187-203, pl. 19 [Reprint in: Agassiz, D. J. L., (Ed.), 1978: Illustrated papers on British Microlepidoptera. London, 170 p.].";"**Jacobs, S. N. A.**, 1950. The British Oecophoridae (Part II). - *Proceedings and Transactions of the South London entomological and Natural History Society* **1949-1950**: 187-203, pl. 19 [Reprint in: Agassiz, D. J. L., (Ed.), 1978: Illustrated papers on British Microlepidoptera. London, 170 p.]."
"Jacobs1955";"Jacobs, S. N. A., 1955. On the British Oecophoridae (Lep. Tin.) III. — Proceedings and Transactions of the South London entomological and Natural History Society 1954-1955: 54-76, pl. 6 [Reprint in: Agassiz, D. J. L., (Ed.), 1978: Illustrated papers on British Microlepidoptera. London, 170 p.].";"**Jacobs, S. N. A.**, 1955. On the British Oecophoridae (Lep. Tin.) III. - *Proceedings and Transactions of the South London entomological and Natural History Society* **1954-1955**: 54-76, pl. 6 [Reprint in: Agassiz, D. J. L., (Ed.), 1978: Illustrated papers on British Microlepidoptera. London, 170 p.]."
"Janmoulle1959";"Janmoulle, E., 1959. Notes sur les Microlépidoptères de Belgique. V. Révision des exemplaires belges des genres: Homoeosoma Curtis (part.) (Pyralidae, Phycitinae), Oxyptilus Zeller (s.l.) (Pterophoridae), Cnephasia Curtis (part.) (Tortricidae, Tortricinae), Bactra Stephens (Tortricidae, Olethreutinae). — Bulletin du Musée royal d'Histoire naturelle de Belgique 35 (27): 1-32.";"**Janmoulle, E.**, 1959. Notes sur les Microl&eacute;pidopt&egrave;res de Belgique. V. R&eacute;vision des exemplaires belges des genres: *Homoeosoma* Curtis (part.) (Pyralidae, Phycitinae), *Oxyptilus* Zeller (s.l.) (Pterophoridae), *Cnephasia* Curtis (part.) (Tortricidae, Tortricinae), *Bactra* Stephens (Tortricidae, Olethreutinae). - *Bulletin du Mus&eacute;e royal d'Histoire naturelle de Belgique* **35** (27): 1-32."
"Janmoulle1962a";"Janmoulle, E., 1962a. Notes sur les Microlépidoptères de Belgique. VI. Révision des exemplaires belges des genres: Homoeosoma Curtis (part.) (Pyralidae, Phycitinae), Oxyptilus Zeller (s.l.) (Pterophoridae), Cnephasia Curtis (part.) (Tortricidae, Tortricinae), Bactra Stephens (Tortricidae, Olethreutinae) (addenda & corrigenda). — Bulletin du Musée royal d'Histoire naturelle de Belgique 38 (13): 1-5.";"**Janmoulle, E.**, 1962a. Notes sur les Microl&eacute;pidopt&egrave;res de Belgique. VI. R&eacute;vision des exemplaires belges des genres: *Homoeosoma* Curtis (part.) (Pyralidae, Phycitinae), *Oxyptilus* Zeller (s.l.) (Pterophoridae), *Cnephasia* Curtis (part.) (Tortricidae, Tortricinae), *Bactra* Stephens (Tortricidae, Olethreutinae) (addenda &amp; corrigenda). - *Bulletin du Mus&eacute;e royal d'Histoire naturelle de Belgique* **38** (13): 1-5."
"Janmoulle1962b";"Janmoulle, E., 1962b. Notes sur les Microlépidoptères de Belgique. VIII. Révision des exemplaires belges des genres: Swammerdamia Hübner (Hyponomeutidae) et Ornix (Treitschke) Zeller (Gracillariidae). — Bulletin du Musée royal d'Histoire naturelle de Belgique 38 (47): 1-16.";"**Janmoulle, E.**, 1962b. Notes sur les Microl&eacute;pidopt&egrave;res de Belgique. VIII. R&eacute;vision des exemplaires belges des genres: *Swammerdamia* H&uuml;bner (Hyponomeutidae) et *Ornix* (Treitschke) Zeller (Gracillariidae). - *Bulletin du Mus&eacute;e royal d'Histoire naturelle de Belgique* **38** (47): 1-16."
"Janmoulle1965";"Janmoulle, E., 1965. Note sur les Microlépidoptères de Belgique. IX. Révision des exemplaires belges du genre Choreutis Hübner (Glyphipterygidae). — Bulletin du Musée royal d'Histoire naturelle de Belgique 41 (13): 1-4.";"**Janmoulle, E.**, 1965. Note sur les Microl&eacute;pidopt&egrave;res de Belgique. IX. R&eacute;vision des exemplaires belges du genre *Choreutis* H&uuml;bner (Glyphipterygidae). - *Bulletin du Mus&eacute;e royal d'Histoire naturelle de Belgique* **41** (13): 1-4."
"Johanssonetal1990";"Johansson, R., Nielsen, E. S., van Nieukerken, E. J.& Gustafsson, B., 1990. The Nepticulidae and Opostegidae (Lepidoptera) of North West Europe. — Fauna Entomologica Scandinavica 23 (2 parts). E. J. Brill/Scandinavian Science Press Ltd, Leiden, 739 p.";"**Johansson, R., Nielsen, E. S., van Nieukerken, E. J.&amp; Gustafsson, B.**, 1990. The Nepticulidae and Opostegidae (Lepidoptera) of North West Europe. - *Fauna Entomologica Scandinavica* **23** (2 parts). E. J. Brill/Scandinavian Science Press Ltd, Leiden, 739 p."
"Karsholt1981";"Karsholt, O., 1981. Northern European species of the genus Caryocolum Gregor & Povolný, 1954, feeding on Cerastium and Stellaria, with description of a new species (Lepidoptera: Gelechiidae). — Entomologica scandinavica 12: 251-270.";"**Karsholt, O.**, 1981. Northern European species of the genus *Caryocolum* Gregor &amp; Povoln&yacute;, 1954, feeding on *Cerastium* and *Stellaria*, with description of a new species (Lepidoptera: Gelechiidae). - *Entomologica scandinavica* **12**: 251-270."
"KarsholtNielsen1984";"Karsholt, O. & Nielsen, E. S., 1984. A taxonomic review of the stem moths, Ochsenheimeria Hübner of northern Europe (Lepidoptera: Ochsenheimeriidae). — Entomologica scandinavica 15: 233-247.";"**Karsholt, O. &amp; Nielsen, E. S.**, 1984. A taxonomic review of the stem moths, *Ochsenheimeria* H&uuml;bner of northern Europe (Lepidoptera: Ochsenheimeriidae). - *Entomologica scandinavica* **15**: 233-247."
